"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","1995",1.79655135015946,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","1996",2.0961960497248,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","1997",1.8414902786913,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","1998",1.8533805370706,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","1999",2.03468113081826,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2000",1.77733118969632,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2001",2.09528326289475,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2002",0.917338162055977,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2003",2.10724941535274,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2004",1.63482349427842,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2005",2.02306517719181,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2006",0.917274114248879,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2007",1.07878836062109,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2008",1.58314855874661,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2009",1.57294143072132,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2010",2.03006961930062,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2011",2.15112933389332,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2012",1.76092148854487,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2013",2.00610481247914,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2014",1.91723191212922,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2015",1.89111232703908,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2016",2.71946121688559,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2017",2.19347756713322,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2018",2.20575396084814,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","1995",2.24670268907507,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","1996",2.43028746175388,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","1997",2.12853889276342,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","1998",2.25496034530694,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","1999",2.59709270959274,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2000",2.44458672658691,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2001",1.94523596245396,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2002",1.83242064173317,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2003",2.25645895538444,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2004",2.64093770300418,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2005",2.73805270207003,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2006",2.60957673157254,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2007",2.33172781185999,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2008",2.85749088909333,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2009",2.7897292037308,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2010",2.80850037966263,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2011",2.9567962583694,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2012",2.86457971377721,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2013",3.59430727676754,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2014",3.10339899996726,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2015",2.88116816669575,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2016",3.5738857161669,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2017",3.18615096094355,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2018",3.25926860013874,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","1995",2.9345670833215,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","1996",3.01577286875976,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","1997",3.63809523578534,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","1998",3.51418002249434,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","1999",3.45379146714823,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2000",3.75956283947565,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2001",3.55510411195779,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2002",4.0067665519542,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2003",4.0339302525759,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2004",4.03755868355044,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2005",4.08878504481832,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2006",3.83944953952319,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2007",4.33333333126984,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2008",4.21531100276779,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2009",3.2366778669051,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2010",2.75978733554384,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2011",3.52860519927725,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2012",4.10133843016188,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2013",3.86298762899002,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2014",4.00752586829373,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2015",4.71140309492661,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2016",4.17081375561762,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2017",4.19166782439644,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2018",4.21263118041636,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","1995",4.43858112289874,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","1996",3.91926788951317,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","1997",4.0440694208885,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","1998",3.4846936235646,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","1999",3.66992800587554,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2000",2.54515750324728,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2001",3.10491769345162,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2002",3.22676973303265,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2003",3.05120380825347,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2004",3.32885012318433,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2005",3.2058453776265,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2006",3.34292270754185,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2007",3.81275913834237,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2008",4.06394648631046,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2009",3.70672974725222,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2010",3.11730950655635,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2011",3.34843603688718,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2012",3.90979186743644,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2013",2.58524342078878,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2014",3.26030636127707,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2015",2.62336241937909,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2016",3.41987835166802,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2017",3.44548475101061,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2018",3.47025638209986,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","1995",3.73195018742171,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","1996",4.17064122632989,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","1997",4.73466243110092,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","1998",4.20771964088843,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","1999",4.63115131003662,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2000",4.93553185759337,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2001",4.76604922286213,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2002",5.09989159953189,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2003",4.49141190977012,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2004",4.47834001200019,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2005",4.75169410319769,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2006",5.22740927619592,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2007",5.0824028168491,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2008",5.08436565424384,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2009",4.96876240044864,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2010",5.41845088100845,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2011",5.47779202445258,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2012",5.65675700866335,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2013",5.29342466413383,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2014",5.19354135415891,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2015",4.52564842551916,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2016",4.74185463599726,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2017",4.82034813857535,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2018",4.86953108829799,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","1995",5.53341854993125,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","1996",5.49425010384452,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","1997",5.90456777725983,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","1998",5.33337714112247,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","1999",6.63599677121595,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2000",7.42857141341108,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2001",7.14452604942055,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2002",7.48453412934866,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2003",6.5500998245095,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2004",8.09202078373203,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2005",6.89631735183521,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2006",8.49657109749724,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2007",8.11203513653065,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2008",7.49179261059199,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2009",8.12406411722716,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2010",7.28579574312639,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2011",8.92445660470419,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2012",9.10530701686599,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2013",8.62674203324138,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2014",8.67218200970498,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2015",9.13021070781941,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2016",9.05344399468312,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2017",8.95194557162868,
"NZL","CROPYIELD","WHEAT","TONNE_HA","A","2018",9.00968354654522,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","1995",1.91648936168174,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","1996",1.98021390372214,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","1997",1.99678800854393,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","1998",2.23404255316772,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","1999",2.08092485546727,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2000",2.23499999997622,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2001",2.03283422457719,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2002",2.09677419352584,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2003",2.08791208788914,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2004",2.25806451610475,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2005",2.3243243242992,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2006",2.3568904593362,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2007",2.12817979745458,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2008",2.19888751542399,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2009",2.54320987651181,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2010",2.42798963343912,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2011",2.69268774700231,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2012",2.6693227091279,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2013",2.83674257039963,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2014",2.39929283997475,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2015",2.86649247859178,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2016",2.62740356405218,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2017",2.66681270950659,
"TUR","CROPYIELD","WHEAT","TONNE_HA","A","2018",2.70824989596078,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","1995",2.41024894248925,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","1996",2.4388478953183,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","1997",2.65741681401263,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","1998",2.90346153688685,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","1999",2.86883424880272,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2000",2.82204991820573,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2001",2.70034012539155,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2002",2.377313264129,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2003",2.96997893285721,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2004",2.90259524025777,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2005",2.8256568331098,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2006",2.60385851856405,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2007",2.72568298606798,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2008",3.0172834018332,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2009",2.98927616256223,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2010",3.11817455434892,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2011",2.94172205668622,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2012",3.103513271747,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2013",3.16960191143952,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2014",2.93647632144625,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2015",2.93178800030656,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2016",3.53877134875097,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2017",3.16760296481034,
"USA","CROPYIELD","WHEAT","TONNE_HA","A","2018",3.19488281200529,
"DZA","CROPYIELD","WHEAT","TONNE_HA","A","1995",0.892325996377613,
"DZA","CROPYIELD","WHEAT","TONNE_HA","A","1996",1.3089074154757,
"DZA","CROPYIELD","WHEAT","TONNE_HA","A","1997",0.802424242326979,
"DZA","CROPYIELD","WHEAT","TONNE_HA","A","1998",0.884749708929579,
"DZA","CROPYIELD","WHEAT","TONNE_HA","A","1999",1.07142857135048,
"DZA","CROPYIELD","WHEAT","TONNE_HA","A","2000",0.918984280420921,
"DZA","CROPYIELD","WHEAT","TONNE_HA","A","2001",1.11056644874125,
"DZA","CROPYIELD","WHEAT","TONNE_HA","A","2002",1.07439198847823,
"DZA","CROPYIELD","WHEAT","TONNE_HA","A","2003",1.45210166170811,
"DZA","CROPYIELD","WHEAT","TONNE_HA","A","2004",1.30099999993495,
"DZA","CROPYIELD","WHEAT","TONNE_HA","A","2005",1.50561097247471,
"DZA","CROPYIELD","WHEAT","TONNE_HA","A","2006",1.50672645731465,
"DZA","CROPYIELD","WHEAT","TONNE_HA","A","2007",1.27417582410581,
"DZA","CROPYIELD","WHEAT","TONNE_HA","A","2008",1.10327706046641,
"DZA","CROPYIELD","WHEAT","TONNE_HA","A","2009",1.8736842104277,
"DZA","CROPYIELD","WHEAT","TONNE_HA","A","2010",1.5499999999225,
"DZA","CROPYIELD","WHEAT","TONNE_HA","A","2011",1.37499999993125,
"DZA","CROPYIELD","WHEAT","TONNE_HA","A","2012",1.72852058964268,
"DZA","CROPYIELD","WHEAT","TONNE_HA","A","2013",1.67768174877083,
"DZA","CROPYIELD","WHEAT","TONNE_HA","A","2014",0.9499999999525,
"DZA","CROPYIELD","WHEAT","TONNE_HA","A","2015",1.39999999993,
"DZA","CROPYIELD","WHEAT","TONNE_HA","A","2016",1.099999999945,
"DZA","CROPYIELD","WHEAT","TONNE_HA","A","2017",1.29999999992435,
"DZA","CROPYIELD","WHEAT","TONNE_HA","A","2018",1.31755546882978,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","1995",1.9343198864396,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","1996",2.24269005844831,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","1997",2.60885353618176,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","1998",2.3028143274433,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","1999",2.42857142853288,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2000",2.49063670408098,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2001",2.23534570965889,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2002",2.03322314046226,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2003",2.53931996508214,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2004",2.63062469090769,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2005",2.53074758837358,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2006",2.62599277973599,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2007",2.83131278138498,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2008",1.97733711043491,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2009",2.76101591178822,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2010",3.51028078701061,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2011",3.13331892819504,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2012",2.53164556954014,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2013",2.52054794513642,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2014",2.64258555128056,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2015",2.58581235692023,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2016",3.30755395677504,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2017",2.78298195111676,
"ARG","CROPYIELD","WHEAT","TONNE_HA","A","2018",2.8142045358597,
"BGD","CROPYIELD","WHEAT","TONNE_HA","A","1995",1.94835680720683,
"BGD","CROPYIELD","WHEAT","TONNE_HA","A","1996",1.95292439344466,
"BGD","CROPYIELD","WHEAT","TONNE_HA","A","1997",2.05367231609411,
"BGD","CROPYIELD","WHEAT","TONNE_HA","A","1998",2.2397515525168,
"BGD","CROPYIELD","WHEAT","TONNE_HA","A","1999",2.16271604465955,
"BGD","CROPYIELD","WHEAT","TONNE_HA","A","2000",2.21035092898282,
"BGD","CROPYIELD","WHEAT","TONNE_HA","A","2001",2.16429495444188,
"BGD","CROPYIELD","WHEAT","TONNE_HA","A","2002",2.1644204848835,
"BGD","CROPYIELD","WHEAT","TONNE_HA","A","2003",2.13271524086023,
"BGD","CROPYIELD","WHEAT","TONNE_HA","A","2004",1.95268549141925,
"BGD","CROPYIELD","WHEAT","TONNE_HA","A","2005",1.74778351274598,
"BGD","CROPYIELD","WHEAT","TONNE_HA","A","2006",1.53444676377151,
"BGD","CROPYIELD","WHEAT","TONNE_HA","A","2007",1.84711779402328,
"BGD","CROPYIELD","WHEAT","TONNE_HA","A","2008",2.17525773139813,
"BGD","CROPYIELD","WHEAT","TONNE_HA","A","2009",2.15154586868942,
"BGD","CROPYIELD","WHEAT","TONNE_HA","A","2010",2.39594850251001,
"BGD","CROPYIELD","WHEAT","TONNE_HA","A","2011",2.60118862785887,
"BGD","CROPYIELD","WHEAT","TONNE_HA","A","2012",2.77891904306362,
"BGD","CROPYIELD","WHEAT","TONNE_HA","A","2013",3.01381310924321,
"BGD","CROPYIELD","WHEAT","TONNE_HA","A","2014",2.80064518757403,
"BGD","CROPYIELD","WHEAT","TONNE_HA","A","2015",2.81249999941406,
"BGD","CROPYIELD","WHEAT","TONNE_HA","A","2016",2.81632653003748,
"BGD","CROPYIELD","WHEAT","TONNE_HA","A","2017",2.88375952060315,
"BGD","CROPYIELD","WHEAT","TONNE_HA","A","2018",2.92789354271574,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","1995",1.54325955718881,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","1996",1.80934065924124,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","1997",1.63534822591095,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","1998",1.61107168192966,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","1999",1.96959999984243,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2000",1.61913696044849,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2001",1.94849537025761,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2002",1.51956947154992,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2003",2.49756493496357,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2004",2.08342284274674,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2005",1.97456549376962,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2006",1.59306803584127,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2007",2.2102702701508,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2008",2.47935973030837,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2009",2.04069050546483,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2010",2.77308222311561,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2011",2.66495086557487,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2012",2.31623479628153,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2013",2.58733031662501,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2014",2.20881834207376,
"BRA","CROPYIELD","WHEAT","TONNE_HA","A","2015",2.22725434685697,
